3,9,5,7,8,2,6,1,4
2,7,4,6,5,1,9,3,8
8,6,1,9,3,4,7,5,2
7,5,3,4,1,6,8,2,9
4,8,9,5,2,3,1,7,6
6,1,2,8,7,9,5,4,3
9,3,8,1,4,5,2,6,7
5,2,6,3,9,7,4,8,1
1,4,7,2,6,8,3,9,5
